"","x"
"24336",1.53
"24337",1.51
"24338",1.74
"24339",1.5
"24340",2.01
"24341",2.01
"24342",1.71
"24343",1.36
"24344",1.79
"24345",2
"24346",2.1
"24347",1.21
"24348",1.39
"24349",2.02
"24350",1.53
"24351",1.53
"24352",2.01
"24353",2.01
"24354",2.01
"24355",2.01
"24356",2.03
"24357",1.63
"24358",1.7
"24359",1.53
"24360",1.58
"24361",0.26
"24362",0.3
"24363",0.42
"24364",0.36
"24365",0.4
"24366",0.31
"24367",0.31
"24368",0.31
"24369",0.31
"24370",0.41
"24371",0.41
"24372",0.32
"24373",0.3
"24374",0.38
"24375",0.34
"24376",0.34
"24377",0.31
"24378",0.3
"24379",0.31
"24380",0.32
"24381",0.32
"24382",0.32
"24383",0.38
"24384",0.3
"24385",0.41
"24386",0.41
"24387",0.41
"24388",0.41
"24389",0.41
"24390",0.41
"24391",1.7
"24392",1.7
"24393",1.51
"24394",1.3
"24395",2.18
"24396",2.11
"24397",2.11
"24398",2.08
"24399",2.01
"24400",1.71
"24401",1.5
"24402",1.06
"24403",1.51
"24404",1.51
"24405",1.58
"24406",1.55
"24407",1.14
"24408",1.52
"24409",1.51
"24410",1.32
"24411",1.53
"24412",2
"24413",2.05
"24414",2
"24415",2.23
"24416",1.51
"24417",2.08
"24418",1.21
"24419",1.64
"24420",1.41
"24421",1.58
"24422",1.5
"24423",1.73
"24424",1.89
"24425",2.06
"24426",2.03
"24427",2.02
"24428",2.02
"24429",2.01
"24430",1.7
"24431",1.6
"24432",1.68
"24433",2.01
"24434",1.65
"24435",2.54
"24436",1.51
"24437",2.01
"24438",2.12
"24439",1.5
"24440",2.04
"24441",1.72
"24442",1.51
"24443",1.57
"24444",1.25
"24445",1.91
"24446",1.5
"24447",1.52
"24448",2.12
"24449",1.51
"24450",1.62
"24451",1.37
"24452",2.02
"24453",2.03
"24454",2.03
"24455",1.53
"24456",1.56
"24457",2.01
"24458",1.74
"24459",2.14
"24460",1.13
"24461",1.7
"24462",1.11
"24463",1.5
"24464",1.52
"24465",1.53
"24466",1.3
"24467",1.32
"24468",2.02
"24469",1.7
"24470",1.7
"24471",1.51
"24472",1.51
"24473",1.52
"24474",1.51
"24475",1.51
"24476",2.05
"24477",1.39
"24478",1.3
"24479",2.2
"24480",1.1
"24481",2.13
"24482",1.5
"24483",1.71
"24484",2.28
"24485",1.51
"24486",1.51
"24487",1.51
"24488",1.51
"24489",2.01
"24490",1.52
"24491",2
"24492",2.03
"24493",2.05
"24494",2
"24495",2.23
"24496",1.73
"24497",2.11
"24498",1.65
"24499",1.19
"24500",2.07
"24501",1.51
"24502",1.64
"24503",1.54
"24504",1.5
"24505",1.5
"24506",1.5
"24507",1.2
"24508",1.5
"24509",1.5
"24510",1.13
"24511",1.71
"24512",1.53
"24513",2.14
"24514",2.04
"24515",1.19
"24516",1.5
"24517",2.02
"24518",1.58
"24519",2.04
"24520",1.54
"24521",1.56
"24522",1.57
"24523",1.57
"24524",2.29
"24525",1.9
"24526",2.01
"24527",1.91
"24528",1.66
"24529",1.64
"24530",1.5
"24531",1.5
"24532",1.81
"24533",1.52
"24534",1.52
"24535",1.52
"24536",1.31
"24537",2.18
"24538",1.62
"24539",1.51
"24540",2.01
"24541",2.01
"24542",2.01
"24543",2.01
"24544",1.72
"24545",1.51
"24546",2.26
"24547",2.02
"24548",2.02
"24549",1.7
"24550",2.05
"24551",1.52
"24552",1.52
"24553",1.28
"24554",2.06
"24555",1.78
"24556",1.58
"24557",2.03
"24558",2.01
"24559",1.59
"24560",1.51
"24561",1.23
"24562",1.53
"24563",1.53
"24564",2.18
"24565",2.05
"24566",1.62
"24567",1.5
"24568",2.03
"24569",1.56
"24570",1.01
"24571",1.5
"24572",1.5
"24573",1.6
"24574",1.51
"24575",1.51
"24576",1.51
"24577",1.51
"24578",1.7
"24579",1.7
"24580",1.72
"24581",2.48
"24582",2.08
"24583",2.02
"24584",1.42
"24585",2.05
"24586",1.15
"24587",1.64
"24588",1.58
"24589",2.01
"24590",1.51
"24591",1.49
"24592",1.2
"24593",1.51
"24594",1.22
"24595",2
"24596",1.53
"24597",2.28
"24598",1.52
"24599",2
"24600",1.63
"24601",1.19
"24602",2.02
"24603",1.52
"24604",1.75
"24605",2.23
"24606",1.98
"24607",2.02
"24608",2.02
"24609",2.06
"24610",1.73
"24611",1.3
"24612",2.11
"24613",2.27
"24614",1.81
"24615",2
"24616",1.39
"24617",2.3
"24618",1.67
"24619",1.51
"24620",1.51
"24621",1.51
"24622",1.55
"24623",1.11
"24624",1.11
"24625",1.28
"24626",1.52
"24627",1.52
"24628",2.34
"24629",2.01
"24630",2.01
"24631",1.3
"24632",2.01
"24633",1.52
"24634",1.53
"24635",2.18
"24636",2.14
"24637",1.59
"24638",1.71
"24639",1.54
"24640",2.03
"24641",2.13
"24642",1.51
"24643",1.78
"24644",1.53
"24645",1.79
"24646",2.01
"24647",1.52
"24648",2
"24649",1.5
"24650",1.16
"24651",1.63
"24652",1.58
"24653",1.7
"24654",1.7
"24655",1.01
"24656",1.7
"24657",1.73
"24658",1.72
"24659",1.5
"24660",1.52
"24661",2.01
"24662",1.25
"24663",2.15
"24664",2.1
"24665",2.1
"24666",2
"24667",1.5
"24668",1.51
"24669",1.51
"24670",1.58
"24671",1.2
"24672",2.07
"24673",1.77
"24674",2.44
"24675",1.22
"24676",1.23
"24677",1.5
"24678",1.52
"24679",1.52
"24680",1.58
"24681",1.5
"24682",1.74
"24683",2.08
"24684",2
"24685",2.11
"24686",1.61
"24687",1.75
"24688",1.5
"24689",2.01
"24690",1.05
"24691",0.41
"24692",0.41
"24693",0.41
"24694",0.41
"24695",0.3
"24696",0.3
"24697",0.3
"24698",0.3
"24699",0.3
"24700",0.3
"24701",0.3
"24702",0.3
"24703",0.4
"24704",0.32
"24705",0.32
"24706",0.32
"24707",0.41
"24708",0.38
"24709",0.38
"24710",0.31
"24711",0.31
"24712",0.3
"24713",0.3
"24714",0.31
"24715",0.31
"24716",0.31
"24717",0.3
"24718",0.3
"24719",0.38
"24720",0.31
"24721",1.03
"24722",1.39
"24723",1.67
"24724",2.03
"24725",2.03
"24726",2.14
"24727",2.2
"24728",1.51
"24729",2.02
"24730",1.71
"24731",2.23
"24732",2.11
"24733",1.51
"24734",1.51
"24735",1.53
"24736",1.72
"24737",1.56
"24738",1.51
"24739",1.75
"24740",2.17
"24741",1.77
"24742",1.2
"24743",2.09
"24744",1.91
"24745",2.26
"24746",1.25
"24747",1.71
"24748",1.71
"24749",2
"24750",1.96
"24751",1.73
"24752",1.79
"24753",1.5
"24754",2.03
"24755",2.02
"24756",2.01
"24757",1.54
"24758",1.13
"24759",1.5
"24760",2
"24761",1.51
"24762",2.02
"24763",2.02
"24764",2.09
"24765",1.53
"24766",1.54
"24767",1.72
"24768",1.7
"24769",2.02
"24770",1.58
"24771",2.01
"24772",2
"24773",1.83
"24774",1.51
"24775",1.5
"24776",1.5
"24777",1.5
"24778",1.6
"24779",2.02
"24780",2.13
"24781",1.71
"24782",1.52
"24783",1.5
"24784",1.51
"24785",2.75
"24786",1.51
"24787",1.51
"24788",1.5
"24789",1.52
"24790",1.51
"24791",2
"24792",1.51
"24793",1.2
"24794",1.31
"24795",1.71
"24796",1.55
"24797",1.62
"24798",1.56
"24799",1.24
"24800",2.03
"24801",2.03
"24802",2.03
"24803",2.1
"24804",1.63
"24805",1.53
"24806",1.71
"24807",1.51
"24808",1.51
"24809",1.54
"24810",1.71
"24811",2.06
"24812",2.01
"24813",1.27
"24814",2.29
"24815",2.01
"24816",2
"24817",3
"24818",2.14
"24819",2.08
"24820",1.53
"24821",1.52
"24822",1.63
"24823",2.09
"24824",1.51
"24825",1.52
"24826",2.01
"24827",1.73
"24828",1.51
"24829",1.53
"24830",2.01
"24831",1.53
"24832",2.01
"24833",2.03
"24834",2.02
"24835",2.02
"24836",1.35
"24837",1.5
"24838",2.11
"24839",1.51
"24840",1.5
"24841",2.33
"24842",1.7
"24843",1.53
"24844",1.53
"24845",1.51
"24846",2.17
"24847",1.73
"24848",1.38
"24849",1.73
"24850",1.63
"24851",2.01
"24852",1.51
"24853",1.83
"24854",1.7
"24855",1.18
"24856",1.32
"24857",2
"24858",2.18
"24859",2.02
"24860",2.01
"24861",1.51
"24862",1.93
"24863",2.5
"24864",2.5
"24865",1.52
"24866",1.52
"24867",1.54
"24868",2.02
"24869",1.5
"24870",1.52
"24871",1.71
"24872",1.57
"24873",1.64
"24874",1.55
"24875",1.54
"24876",1.51
"24877",1.62
"24878",1.59
"24879",1.62
"24880",1.7
"24881",1.56
"24882",2.12
"24883",1.5
"24884",1.01
"24885",1.54
"24886",2.15
"24887",2.06
"24888",2.15
"24889",1.27
"24890",2
"24891",2
"24892",2
"24893",2
"24894",1.2
"24895",2.01
"24896",1.53
"24897",1.51
"24898",1.71
"24899",2.14
"24900",1.58
"24901",1.58
"24902",1.52
"24903",1.5
"24904",1.51
"24905",1.51
"24906",1.99
"24907",2.1
"24908",2.01
"24909",1.06
"24910",1.51
"24911",2
"24912",1.51
"24913",2.19
"24914",2.03
"24915",1.28
"24916",1.75
"24917",1.63
"24918",1.73
"24919",1.91
"24920",1.91
"24921",1.53
"24922",1.53
"24923",2.21
"24924",2.13
"24925",2.13
"24926",1.5
"24927",2.07
"24928",1.68
"24929",1.71
"24930",1.5
"24931",1.51
"24932",1.5
"24933",2.01
"24934",2.01
"24935",2.01
"24936",2.01
"24937",1.52
"24938",1.75
"24939",2.17
"24940",1.58
"24941",2.03
"24942",1.7
"24943",2.02
"24944",2.01
"24945",2.01
"24946",2.1
"24947",1.11
"24948",1.31
"24949",1.7
"24950",1.86
"24951",2
"24952",1.55
"24953",2.14
"24954",1.53
"24955",1.68
"24956",1.5
"24957",1.58
"24958",2.08
"24959",1.37
"24960",2
"24961",1.68
"24962",1.71
"24963",1.71
"24964",1.5
"24965",2.02
"24966",2.02
"24967",2.12
"24968",1.57
"24969",2.1
"24970",2.01
"24971",2.01
"24972",1.73
"24973",1.2
"24974",1.51
"24975",2.04
"24976",1.71
"24977",2
"24978",1.52
"24979",1.13
"24980",1.29
"24981",1.75
"24982",1.72
"24983",2.01
"24984",2.07
"24985",2.01
"24986",2.02
"24987",1.72
"24988",1.72
"24989",1.51
"24990",2.09
"24991",2.33
"24992",2.02
"24993",1.76
"24994",1.5
"24995",1.5
"24996",1.54
"24997",2.2
"24998",1.5
"24999",1.51
"25000",1.5
"25001",1.29
"25002",1.52
"25003",2
"25004",1.51
"25005",1.25
"25006",1.5
"25007",1.22
"25008",2.14
"25009",2
"25010",2
"25011",2
"25012",2.05
"25013",1.55
"25014",2.04
"25015",2
"25016",1.5
"25017",2.22
"25018",1.61
"25019",2.02
"25020",2.02
"25021",0.38
"25022",0.3
"25023",0.3
"25024",0.3
"25025",0.3
"25026",0.23
"25027",0.23
"25028",0.4
"25029",0.34
"25030",0.3
"25031",0.31
"25032",0.36
"25033",0.27
"25034",0.34
"25035",0.4
"25036",0.34
"25037",0.38
"25038",0.38
"25039",0.3
"25040",0.3
"25041",0.3
"25042",0.3
"25043",0.3
"25044",0.3
"25045",0.3
"25046",0.3
"25047",0.3
"25048",0.3
"25049",0.3
"25050",0.38
"25051",1.63
"25052",2.17
"25053",1.58
"25054",2.3
"25055",1.81
"25056",2.41
"25057",2.02
"25058",2.01
"25059",2.01
"25060",2.01
"25061",1.62
"25062",2.22
"25063",1.61
"25064",1.83
"25065",2.01
"25066",2.01
"25067",2.01
"25068",1.06
"25069",1.06
"25070",1.51
"25071",1.16
"25072",1.21
"25073",2.01
"25074",1.5
"25075",1.5
"25076",1.2
"25077",2.25
"25078",2.11
"25079",1.36
"25080",2.01
"25081",2.04
"25082",1.5
"25083",1.7
"25084",1.52
"25085",1.88
"25086",1.54
"25087",2.04
"25088",1.72
"25089",2.01
"25090",2.21
"25091",2.01
"25092",2.03
"25093",2.15
"25094",1.72
"25095",1.72
"25096",1.72
"25097",1.51
"25098",1.25
"25099",1.51
"25100",1.76
"25101",1.5
"25102",1.53
"25103",1.21
"25104",1.59
"25105",1.7
"25106",1.51
"25107",2.21
"25108",2.02
"25109",1.69
"25110",1.51
"25111",1.5
"25112",1.23
"25113",1.5
"25114",2.32
"25115",2.02
"25116",1.78
"25117",1.71
"25118",1.21
"25119",1.55
"25120",1.71
"25121",2.05
"25122",2.01
"25123",1.26
"25124",2.07
"25125",2
"25126",2
"25127",2.02
"25128",1.63
"25129",1.5
"25130",1.7
"25131",1.51
"25132",1.51
"25133",2.02
"25134",1.77
"25135",2.01
"25136",2.02
"25137",2.11
"25138",2.29
"25139",1.62
"25140",2.22
"25141",2.22
"25142",1.5
"25143",2.29
"25144",1.83
"25145",1.57
"25146",1.53
"25147",2.2
"25148",1.5
"25149",1.5
"25150",1.5
"25151",1.5
"25152",2.01
"25153",1.56
"25154",1.3
"25155",2.29
"25156",1.5
"25157",1.4
"25158",2.07
"25159",2.08
"25160",1.54
"25161",2.04
"25162",1.54
"25163",1.5
"25164",1.7
"25165",1.7
"25166",2.01
"25167",2.01
"25168",2.15
"25169",1.51
"25170",2.1
"25171",2.01
"25172",1.7
"25173",1.51
"25174",1.51
"25175",1.51
"25176",2.13
"25177",1.54
"25178",1.74
"25179",2
"25180",2
"25181",1.7
"25182",2.05
"25183",1.52
"25184",1.52
"25185",2.18
"25186",1.51
"25187",1.51
"25188",1.52
"25189",2.01
"25190",1.84
"25191",2.17
"25192",2.22
"25193",2.61
"25194",2.07
"25195",2.07
"25196",2.07
"25197",1.56
"25198",2.04
"25199",2.04
"25200",2.1
"25201",1.54
"25202",2.01
"25203",2.26
"25204",1.52
"25205",2.07
"25206",1.24
"25207",2.09
"25208",1.52
"25209",1.51
"25210",2.01
"25211",1.51
"25212",1.51
"25213",1.51
"25214",2.18
"25215",2.02
"25216",1.82
"25217",1.51
"25218",1.71
"25219",1.51
"25220",1.5
"25221",2
"25222",1.7
"25223",1.27
"25224",1.22
"25225",2.04
"25226",2.14
"25227",2.24
"25228",1.51
"25229",1.51
"25230",1.51
"25231",2.31
"25232",2.01
"25233",1.59
"25234",2.14
"25235",2.07
"25236",1.5
"25237",1.54
"25238",2.52
"25239",2.01
"25240",2.01
"25241",2.02
"25242",1.6
"25243",1.5
"25244",1.5
"25245",1.5
"25246",2.03
"25247",2.09
"25248",2.02
"25249",1.76
"25250",1.58
"25251",2.21
"25252",1.69
"25253",1.43
"25254",1.61
"25255",2.07
"25256",2.03
"25257",1.69
"25258",2.12
"25259",2.26
"25260",1.67
"25261",1.5
"25262",2
"25263",1.5
"25264",1.52
"25265",1.52
"25266",1.71
"25267",1.84
"25268",2.28
"25269",2.06
"25270",1.79
"25271",1.55
"25272",2.06
"25273",1.58
"25274",2.2
"25275",1.9
"25276",2.28
"25277",1.52
"25278",2
"25279",2.26
"25280",1.53
"25281",2.01
"25282",1.24
"25283",2.1
"25284",2.23
"25285",2.09
"25286",2.18
"25287",1.82
"25288",2.01
"25289",1.6
"25290",1.51
"25291",1.51
"25292",1.51
"25293",1.51
"25294",2.06
"25295",1.7
"25296",1.58
"25297",1.71
"25298",1.25
"25299",2.08
"25300",1.5
"25301",1.58
"25302",1.21
"25303",1.13
"25304",1.71
"25305",2.01
"25306",2.19
"25307",2.21
"25308",2
"25309",1.51
"25310",2
"25311",2.02
"25312",2.02
"25313",2.07
"25314",2.07
"25315",1.08
"25316",1.53
"25317",1.51
"25318",1.58
"25319",2.13
"25320",2.11
"25321",1.5
"25322",1.67
"25323",1.71
"25324",1.63
"25325",2.09
"25326",1.5
"25327",2.02
"25328",2.02
"25329",1.51
"25330",1.59
"25331",2.21
"25332",1.08
"25333",1.75
"25334",1.2
"25335",2.05
"25336",1.52
"25337",1.55
"25338",2.01
"25339",2.3
"25340",2.3
"25341",2
"25342",1.58
"25343",2.08
"25344",2
"25345",1.7
"25346",2.03
"25347",2.14
"25348",1.76
"25349",1.52
"25350",2.01
"25351",0.3
"25352",0.28
"25353",0.28
"25354",0.28
"25355",0.28
"25356",0.28
"25357",0.28
"25358",0.28
"25359",0.31
"25360",0.31
"25361",0.28
"25362",0.28
"25363",0.28
"25364",0.28
"25365",0.28
"25366",0.28
"25367",0.28
"25368",0.32
"25369",0.28
"25370",0.28
"25371",0.28
"25372",0.28
"25373",0.28
"25374",0.39
"25375",0.31
"25376",0.31
"25377",0.31
"25378",0.31
"25379",0.31
"25380",0.31
"25381",1.5
"25382",1.3
"25383",1.5
"25384",2.05
"25385",1.5
"25386",1.5
"25387",1.5
"25388",2
"25389",2.02
"25390",2.03
"25391",2.08
"25392",1.5
"25393",2.22
"25394",1.26
"25395",2.01
"25396",1.54
"25397",1.5
"25398",1.5
"25399",1.52
"25400",1.55
"25401",1.64
"25402",2.29
"25403",2.05
"25404",1.51
"25405",2.06
"25406",2.06
"25407",2.01
"25408",2
"25409",1.79
"25410",2.23
"25411",2.04
"25412",1.7
"25413",2.14
"25414",1.56
"25415",1.7
"25416",2.36
"25417",1.51
"25418",2.01
"25419",1.67
"25420",1.51
"25421",1.5
"25422",1.51
"25423",1.51
"25424",1.51
"25425",1.51
"25426",1.51
"25427",2.01
"25428",1.51
"25429",1.55
"25430",1.81
"25431",1.5
"25432",1.57
"25433",2.02
"25434",2.04
"25435",1.55
"25436",2.35
"25437",1.54
"25438",1.71
"25439",1.68
"25440",1.2
"25441",2.5
"25442",1.3
"25443",1.5
"25444",1.5
"25445",1.5
"25446",2
"25447",2
"25448",1.5
"25449",1.5
"25450",1.64
"25451",1.51
"25452",2
"25453",2
"25454",2.51
"25455",2.02
"25456",1.53
"25457",2.3
"25458",1.52
"25459",2.28
"25460",1.55
"25461",3.01
"25462",2.05
"25463",1.66
"25464",2.1
"25465",1.4
"25466",1.5
"25467",1.5
"25468",1.36
"25469",1.64
"25470",1.56
"25471",2.02
"25472",2.03
"25473",2.02
"25474",1.69
"25475",1.5
"25476",1.5
"25477",1.85
"25478",1.51
"25479",1.51
"25480",2.27
"25481",2.51
"25482",1.5
"25483",1.5
"25484",2.23
"25485",1.7
"25486",2.16
"25487",2.14
"25488",1.56
"25489",1.7
"25490",2.2
"25491",2.18
"25492",1.54
"25493",2.01
"25494",1.5
"25495",1.53
"25496",1.57
"25497",2.22
"25498",1.71
"25499",1.52
"25500",1.51
"25501",1.51
"25502",1.51
"25503",1.51
"25504",1.51
"25505",1.52
"25506",2.06
"25507",2.21
"25508",1.26
"25509",1.2
"25510",1.51
"25511",1.72
"25512",1.5
"25513",1.58
"25514",1.87
"25515",2.03
"25516",1.71
"25517",2
"25518",2.14
"25519",2
"25520",2.16
"25521",1.64
"25522",2.02
"25523",1.51
"25524",1.51
"25525",2
"25526",2.7
"25527",1.61
"25528",2.02
"25529",1.53
"25530",2.25
"25531",2.02
"25532",2.28
"25533",2.55
"25534",1.5
"25535",1.66
"25536",1.75
"25537",2.14
"25538",2.1
"25539",1.5
"25540",2.27
"25541",2.01
"25542",2.01
"25543",1.5
"25544",1.5
"25545",1.5
"25546",1.5
"25547",1.51
"25548",1.51
"25549",1.51
"25550",1.85
"25551",1.6
"25552",1.86
"25553",2.09
"25554",1.55
"25555",1.62
"25556",1.5
"25557",1.5
"25558",1.5
"25559",2.15
"25560",1.52
"25561",2.1
"25562",1.75
"25563",2.14
"25564",2.35
"25565",1.62
"25566",2.01
"25567",2
"25568",1.63
"25569",2
"25570",1.12
"25571",2.2
"25572",1.97
"25573",2.05
"25574",1.52
"25575",1.22
"25576",1.72
"25577",1.51
"25578",1.51
"25579",2.22
"25580",2.54
"25581",1.52
"25582",1.52
"25583",2.01
"25584",2.01
"25585",1.71
"25586",1.52
"25587",2.01
"25588",2.06
"25589",1.26
"25590",1.43
"25591",2
"25592",1.2
"25593",1.54
"25594",1.54
"25595",2.01
"25596",1.7
"25597",1.62
"25598",1.58
"25599",2.14
"25600",2.14
"25601",2.17
"25602",1.58
"25603",1.65
"25604",2.08
"25605",1.51
"25606",1.6
"25607",2.07
"25608",2.04
"25609",1.73
"25610",1.51
"25611",1.51
"25612",1.52
"25613",1.51
"25614",1.51
"25615",1.51
"25616",1.51
"25617",1.51
"25618",1.53
"25619",1.5
"25620",2.06
"25621",1.94
"25622",2.14
"25623",1.04
"25624",1.58
"25625",2.02
"25626",1
"25627",2.29
"25628",2.5
"25629",2.01
"25630",2.01
"25631",2.01
"25632",2.12
"25633",2.06
"25634",1.51
"25635",1.51
"25636",1.51
"25637",2.15
"25638",1.13
"25639",2.04
"25640",2.04
"25641",1.5
"25642",1.54
"25643",2.15
"25644",2.01
"25645",1.51
"25646",1.51
"25647",1.51
"25648",1.97
"25649",2.51
"25650",2.51
"25651",1.52
"25652",1.82
"25653",2.03
"25654",2.14
"25655",2.01
"25656",2.01
"25657",2.01
"25658",1.77
"25659",1.5
"25660",2.02
"25661",2.02
"25662",1.52
"25663",1.54
"25664",2.03
"25665",1.98
"25666",1.98
"25667",2.09
"25668",1.11
"25669",1.5
"25670",2.03
"25671",1.5
"25672",1.34
"25673",2.2
"25674",1.65
"25675",2.01
"25676",2.3
"25677",1.95
"25678",1.7
"25679",2.04
"25680",1.7
"25681",0.31
"25682",0.31
"25683",0.3
"25684",0.31
"25685",0.33
"25686",0.37
"25687",0.33
"25688",0.36
"25689",0.34
"25690",0.3
"25691",0.38
"25692",0.4
"25693",0.32
"25694",0.4
"25695",0.36
"25696",0.4
"25697",0.33
"25698",0.35
"25699",0.35
"25700",0.35
"25701",0.34
"25702",0.35
"25703",0.35
"25704",0.35
"25705",0.35
"25706",0.35
"25707",0.35
"25708",0.35
"25709",0.35
"25710",0.35
"25711",2.11
"25712",1.51
"25713",1.35
"25714",1.5
"25715",2.02
"25716",1.7
"25717",1.58
"25718",2.17
"25719",1.04
"25720",2.06
"25721",2.01
"25722",2.03
"25723",2.22
"25724",2.11
"25725",1.5
"25726",2.03
"25727",2.03
"25728",2.38
"25729",1.54
"25730",2.5
"25731",1.51
"25732",1.51
"25733",2.53
"25734",2.04
"25735",2.04
"25736",2.22
"25737",1.26
"25738",2.32
"25739",2.32
"25740",1.11
"25741",1.51
"25742",1.51
"25743",1.51
"25744",1.51
"25745",1.51
"25746",1.5
"25747",1.52
"25748",1.51
"25749",2.03
"25750",2.2
"25751",2.16
"25752",1.52
"25753",1.52
"25754",1.53
"25755",2.09
"25756",1.51
"25757",1.51
"25758",1.51
"25759",1.51
"25760",2.33
"25761",2.02
"25762",2.16
"25763",2.54
"25764",1.5
"25765",2.03
"25766",1.66
"25767",2.01
"25768",2.01
"25769",2.43
"25770",1.71
"25771",2.23
"25772",1.51
"25773",2.18
"25774",1.24
"25775",2.11
"25776",2.3
"25777",2.01
"25778",1.5
"25779",2.58
"25780",1.82
"25781",2.06
"25782",1.51
"25783",2.01
"25784",1.5
"25785",2
"25786",2
"25787",2.02
"25788",2.01
"25789",1.51
"25790",2.04
"25791",2.55
"25792",1.74
"25793",2.25
"25794",2.04
"25795",1.62
"25796",1.51
"25797",1.52
"25798",1.7
"25799",1.5
"25800",2.02
"25801",2.01
"25802",2.02
"25803",2.01
"25804",2.33
"25805",2.14
"25806",2.06
"25807",2.04
"25808",2.01
"25809",2.01
"25810",2.01
"25811",1.8
"25812",1.51
"25813",2.19
"25814",2.16
"25815",1.62
"25816",2.31
"25817",1.61
"25818",2.01
"25819",2.37
"25820",2.09
"25821",1.21
"25822",1.5
"25823",1.32
"25824",1.51
"25825",1.51
"25826",1.51
"25827",1.51
"25828",1.18
"25829",1.41
"25830",1.58
"25831",2.07
"25832",1.66
"25833",1.7
"25834",2.06
"25835",1.71
"25836",2.23
"25837",2.18
"25838",1.71
"25839",2.04
"25840",2
"25841",1.51
"25842",1.51
"25843",1.72
"25844",1.71
"25845",2.04
"25846",1.79
"25847",1.51
"25848",1.52
"25849",2
"25850",2
"25851",3
"25852",1.5
"25853",2.06
"25854",1.5
"25855",1.53
"25856",2.08
"25857",2.07
"25858",1.41
"25859",2.04
"25860",2.27
"25861",1.51
"25862",2.01
"25863",2.04
"25864",2.08
"25865",2.01
"25866",2.01
"25867",1.82
"25868",1.26
"25869",2.01
"25870",1.56
"25871",1.8
"25872",1.62
"25873",1.8
"25874",2.01
"25875",2.47
"25876",2
"25877",2.05
"25878",2.43
"25879",1.51
"25880",1.51
"25881",2.06
"25882",2.06
"25883",2.01
"25884",2.01
"25885",1.6
"25886",1.54
"25887",1.19
"25888",2.1
"25889",1.69
"25890",1.5
"25891",1.73
"25892",2.02
"25893",2.05
"25894",1.5
"25895",1.82
"25896",2
"25897",1.51
"25898",1.51
"25899",1.24
"25900",2.48
"25901",2.8
"25902",1.33
"25903",2.19
"25904",1.83
"25905",2.09
"25906",2.1
"25907",2.07
"25908",2.01
"25909",2
"25910",2.06
"25911",2.22
"25912",1.5
"25913",2
"25914",2.07
"25915",1.54
"25916",2.2
"25917",2.02
"25918",2.08
"25919",2.08
"25920",2.05
"25921",2
"25922",2.33
"25923",2
"25924",1.53
"25925",1.01
"25926",1.01
"25927",2
"25928",1.98
"25929",2.03
"25930",1.66
"25931",2.2
"25932",2.04
"25933",2
"25934",2.01
"25935",2.03
"25936",2
"25937",2.12
"25938",1.7
"25939",1.5
"25940",1.7
"25941",2.01
"25942",1.8
"25943",1.8
"25944",2.05
"25945",1.51
"25946",2.13
"25947",1.59
"25948",2.01
"25949",1.51
"25950",2.07
"25951",2.35
"25952",2.16
"25953",2.01
"25954",2.08
"25955",1.4
"25956",2.01
"25957",1.53
"25958",2.01
"25959",2.01
"25960",2.03
"25961",1.57
"25962",2.01
"25963",2.01
"25964",2.01
"25965",2.53
"25966",1.73
"25967",1.51
"25968",1.5
"25969",2.03
"25970",1.82
"25971",1.51
"25972",1.51
"25973",1.48
"25974",2.16
"25975",2.19
"25976",2.19
"25977",2.09
"25978",2.1
"25979",1.54
"25980",2.22
"25981",1.54
"25982",2.01
"25983",1.2
"25984",2.01
"25985",1.62
"25986",1.74
"25987",1.09
"25988",1.72
"25989",1.54
"25990",2.11
"25991",2.2
"25992",1.66
"25993",1.66
"25994",2
"25995",1.53
"25996",2.04
"25997",2
"25998",1.01
"25999",4.01
"26000",4.01
"26001",1.54
"26002",1.51
"26003",1.66
"26004",1.02
"26005",2.02
"26006",2.56
"26007",2.12
"26008",2.2
"26009",1.7
"26010",1.52
"26011",0.35
"26012",0.35
"26013",0.35
"26014",0.35
"26015",0.35
"26016",0.38
"26017",0.3
"26018",0.36
"26019",0.38
"26020",0.31
"26021",0.31
"26022",0.34
"26023",0.32
"26024",0.32
"26025",0.32
"26026",0.32
"26027",0.32
"26028",0.32
"26029",0.32
"26030",0.32
"26031",0.32
"26032",0.32
"26033",0.32
"26034",0.32
"26035",0.32
"26036",0.32
"26037",0.32
"26038",0.32
"26039",0.32
"26040",0.32
"26041",1.5
"26042",1.91
"26043",2.07
"26044",2.5
"26045",1.62
"26046",1.36
"26047",1.26
"26048",2.41
"26049",2
"26050",1.59
"26051",1.52
"26052",1.51
"26053",2.19
"26054",2.01
"26055",1.75
"26056",2
"26057",2.13
"26058",1.7
"26059",2.02
"26060",1.52
"26061",2.03
"26062",1.53
"26063",1.77
"26064",1.51
"26065",1.65
"26066",2.11
"26067",2.11
"26068",2.25
"26069",2.13
"26070",2.03
"26071",2.05
"26072",2.05
"26073",1.5
"26074",1.55
"26075",1.57
"26076",1.51
"26077",1.51
"26078",1.02
"26079",2.04
"26080",1.68
"26081",2
"26082",2
"26083",2.24
"26084",1.54
"26085",1.62
"26086",2.41
"26087",2.08
"26088",2.03
"26089",2.31
"26090",1.54
"26091",2.51
"26092",2
"26093",1.56
"26094",2.02
"26095",2.01
"26096",1.5
"26097",2.03
"26098",2.09
"26099",1.52
"26100",2
"26101",3.04
"26102",1.92
"26103",1.53
